Con,Contp,PP,PPName,Reg,AgtId,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeSo,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StDef,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,ConRen,Cons,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,Polps,PpsSt,PpsSub,PpsEx,PpsOro,PpsOthPr,PpsVet,PpsAut,PpsInt,PpsOth,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,EqGen,HrDem,Prot,ProtCiv,ProtGrp,ProtLgl,ProtOth,HrFra,HrfSp,HrfBor,HrfTinc,HrfOth,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,HrMob,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrCit,CitGen,CitRights,CitDef,CitOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
"Democratic Republic of Congo/Rwanda",Government,31,"DRC: Second Congo war process","Africa (excl MENA)",477,"Peace Agreement Between the Governments of the Republic of Rwanda and the Democratic Republic of the Congo on the Withdrawal of the Rwandan Troops from the Territory of the Democratic Republic of the Congo and the Dismantling of the Ex-FAR and Interahamwe Forces in the Democratic Republic of the Congo (DRC)",2002-07-30,"Multiparty signed/agreed",3,9140,InterIntra,SubPar,MultIss,"The Democratic Republic of Congo; Rwanda","African Union, UN, South Africa (facilitator)- unclear whether or who signed","The Lusaka Ceasefire Agreement",COD,RWA,490,517,283,,,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
"Democratic Republic of Congo/Rwanda/(African Great Lakes)",Government,34,"DRC: Eastern DRC processes","Africa (excl MENA)",675,"Joint communiqué of the Government of the Democratic Republic of the Congo and the Government of the Republic of Rwanda on a common approach to ending the threat posted to peace and stability in both countries and the Great Lakes region",2007-11-09,"Multiparty signed/agreed",5,9672,InterIntra,SubComp,FrAg,"For the Government of the Democratic Republic of the Congo:
(Signed) Antipas Mbusa Nyamwisi, State Minister for Foreign Affairs

For the Government of the Republic of Rwanda:
(Signed) Charles Murigande, Minister for Foreign Affairs
","For the United Nations
(Signed) Haile Menkerios, Assistant Secretary-General for Political Affairs

For the European Union, 
(Signed) Roeland van de Geer, Special Representative for the Great Lakes Region

For the United States of America 
(Signed) Timothy Shortley 

Senior Adviser to the Assistant Secretary, 
Jendayi Frazer, for Conflict Resolution Department of State","Page 2, Annex, (Untitled Preamble), 
We, consistent with the commitments made in the Lusaka Ceasefire Agreement of 1999, which set out modalities for the disarmament and repatriation of all foreign armed groups, including the ex-FAR/Interahamwe, in the territory of the DRC; the bilateral agreement signed in Pretoria on 30 July 2002 between the Governments of the DRC and Rwanda; the Principles on Good Neighbourly Relations and Cooperation between the DRC and Burundi, Rwanda and Uganda of 25 September 2003; the Pact on Security, Stability and Development in the Great Lakes Region of 15 December 2006; and the various commitments made within the framework of the Tripartite Plus Commission, including the commitments made by the Tripartite-plus Members in Lubumbashi on 8 June 2007 and Kampala on 17 September 2007; to eliminate the threat posed by illegal armed groups through peaceful and military means, taking into account the action plan presented by the Government of the DRC to address the problem of the ex-FAR/Interahamwe on 3 October 2007 and the response and counter-proposal made on this plan by the Government of Rwanda:",COD,,490,,283,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
"El Salvador",Government,40,"El Salvador peace process",Americas,474,"Chapultepec Agreement",1992-01-16,"Multiparty signed/agreed",70,157177,Intra,SubComp,FrAg,"Govt of El Salvador, FMLN","Boutros Boutros-Ghali, UNSG (signatory, status unclear)",,SLV,,92,,316,1110,2,817,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,3,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,1,1,1
Eritrea/Ethiopia,Territory,41,"Eritrea-Ethiopia border dispute peace process","Africa (excl MENA)",1290,"Modalities for the Implementation of the OAU Framework Agreement on the Settlement of the Dispute between Ethiopia and Eritrea",1999-07-12,"Multiparty signed/agreed",1,2271,Inter,Imp,ImpMod,"The Eritrean Government and the Ethiopian Government ",,"- The OAU Framework Agreement",ERI,ETH,531,530,409,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Ethiopia/Ogaden,Government/territory,44,"Ogaden peace process","Africa (excl MENA)",2037,"Agreement between the Government of the Federal Democratic Republic of Ethiopia and the Ogaden National Liberation Front (ONLF) on the Termination of the State of Insurgency",2010-10-12,"Multiparty signed/agreed",4,9635,Intra,SubPar,MultIss,"- For the Federal Democratic Republic of Ethiopia: Dr. Shiferaw Teklemariam, Minister, Ministry of Federal Affairs
- Ogaden National Liberal Front (ONLF): Eng. Salahdin A. Maow, Chairman, Ogaden National Liberal Front (ONLF)",,"Page 2, Preamble
Reaffirming  the  parties'  adherence  to  the  peace  terms-Memorandum  of Understanding agreed  upon  in  last  meeting  held  in  Washington  D.C.  USA  on  August  1 ,  2010   and   the subsequent negotiations  and  meetings  that  were  held  since  the  declaration  of  ceasefire between the two  parties;",ETH,,530,,329,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
Ethiopia/Ogaden,Government/territory,44,"Ogaden peace process","Africa (excl MENA)",1080,"The United Western Somali Liberation Front (UWSLF) on the Termination of the State of Insurgency",2010-07-29,"Multiparty signed/agreed",4,6874,Intra,SubPar,MultIss,"- Dr. Shiferaw Teklemariam, Minister, Ministry of Federal Affairs for the Federal Democratic Republic of Ethiopia (FRDE)
- Sheik Ibrahim Ahmed Hussein, UWSLF Chairman, for the United Western Somali Liberation Front (UWSLF)",,"- Declaration of ceasefire between the two parties dated March 2010; ",ETH,,530,,329,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Georgia/Abkhazia,Government/territory,48,"Abkhazia peace process","Europe and Eurasia",1059,"Protocol of the High Level Meeting in Gali on Security Issues",2005-05-12,"Multiparty signed/agreed",3,3620,Intra,Ren,Reimp,"The Georgian delegation was led by Mr. George Khaindrava.
The Abkhaz delegation was led by Mr. Sergei Shamba.","Special Representative of the UN Secretary General Ms. Heidi Tagliavini;
CPKF of CIS was represented by General-Major Sergei Chaban.
The military observers of the UN were represented by General-Najor Husein Ahmed Eisa Gobashi.",,GEO,,372,,392,,,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
Georgia/Abkhazia,Government/territory,48,"Abkhazia peace process","Europe and Eurasia",1056,"Protocol of the Gali Meeting on Security Matters",2004-01-19,"Multiparty signed/agreed",1,2257,Intra,Imp,ImpMod,"For the Abkhaz party, Mr. Sergey Shamba
For the Georgian party, Mr. Malkaz Kakabadze
","For UNOMIG, Colonel Bretislav Mizera
For the CIS-PKF, Lieutenant General Alexander Evteev","Gali Protocol on Measures to Defuse Tension and Improve Security Mechanisms in the Zone of Conflict of 8 October 2003",GEO,,372,,392,,,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Georgia/Abkhazia,Government/territory,48,"Abkhazia peace process","Europe and Eurasia",24,"Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides",1998-12-18,"Multiparty signed/agreed",3,6404,Intra,Pre,Proc,"The Georgian side was represented by the delegation led by Mr. Vazha Lordkipanidze. 
The Abkhaz side was represented by the delegation led by Mr. Sergei Bagapsh. ","UN (Chair), Russian Federation (Facilitator), OSCE, Group of Friends of the UNSG (France, Germany, Russian Federation, UK, US) as observers","Protocol on the Ceasefire and Separation of Armed Units and Guarantees for the Prevention of Acts involving Force of 25 May 1998 and in the Protocol of the Meeting of the Georgian and Abkhaz Sides on the Stabilization of the Situation along the Line of Separation of Sides, signed in Sukhumi 24 September 1998. ",GEO,,372,,392,,,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
Georgia/Abkhazia,Government/territory,48,"Abkhazia peace process","Europe and Eurasia",307,"Athens Meeting of the Georgian and Abkhaz sides on confidence-building measures",1998-10-18,"Multiparty signed/agreed",3,5544,Intra,Pre,Conf,"The high-level delegations were headed on the Georgian side by Mr. Vazha Lordkipanidze and on the Abkhaz side by Mr. Sergei Bagapsh.","Chairmanship of the Special Representative of the Secretary-General for Georgia, Mr. Liviu Bota; Russian Federation (facilitator), Group of Friends participated;",,GEO,,372,,392,,,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,0,0,0,1,1
Georgia/Abkhazia,Government/territory,48,"Abkhazia peace process","Europe and Eurasia",23,"Minutes of the meeting between the Georgian and Abkhaz sides on stabilization of the situation along the line separating the sides",1998-09-24,"Multiparty signed/agreed",2,2751,Intra,Pre,Conf,"For the Georgian side 
(Signed) V. LORDKIPANIDZE 
(Signed) K . T ARGOMADZE 
For the Abkhaz side 
(Signed) s. BAGAPSH 
(Signed) A. KCHACH 
(Signed) A. TARSA 
(Signed) A. JERGENIYA 
(Signed) v. MIKANBA ","From the United Nations (Signed) L. BOTA 
From the collective peacekeeping forces of the Commonwealth of Independent States 
(Signed) D. GAKHOKIDZE (Signed) D. BABIBASHVILI (Signed) D. TEVZADZE 
(Signed) S. KOROEKO ",,GEO,,372,,392,,,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
Georgia/Abkhazia,Government/territory,48,"Abkhazia peace process","Europe and Eurasia",21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.",1998-07-25,"Multiparty signed/agreed",4,11573,Intra,Pre,PreMix,"Georgia, Abkhazia","UN (Chair), UNDP, UNHCR, UNDP, Russian Federation (Facilitator), OSCE, Group of Friends of the UNSG (France, Germany, Russian Federation, UK, US) as observers",,GEO,,372,,392,,,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
Georgia/Abkhazia,Government/territory,48,"Abkhazia peace process","Europe and Eurasia",20,"Protocol on the ceasefire, separation of armed formations and guarantees on the inadmissibility of forcible activities ('Gagra Protocol')",1998-05-25,"Multiparty signed/agreed",1,1829,Intra,Cea,Ceas,"For the Abkhaz Side S. Shamba, A. Kchach
For the Georgian Side I. Menagarishvili, K. Targamadze","From the CPKF the Commander of the CPKF of the CIS S. Korobko
From the UN: Special Representative of the UN Secretary-General L. Bota",,GEO,,372,,392,,,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
Georgia/Abkhazia,Government/territory,48,"Abkhazia peace process","Europe and Eurasia",17,"Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties",1998-01-22,"Multiparty signed/agreed",1,3269,Intra,Pre,Proc,"The Georgian party was represented by a delegation consisting of Mr. Vazha Lordkipanidze, Mr. Revaz Actamia. and Mr. Tamaz Khubua. 
The Abkhaz party was represented by a delegation consisting of Mr. Tamaz Ketsba, Mr. Sergei Tsargush, and Mr. Viktor Khashba. ","UN (Chair), Russian Federation (Facilitator), OSCE, Group of Friends of the UNSG (France, Germany, Russian Federation, UK, US) as observers",,GEO,,372,,392,,,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
Georgia/Abkhazia,Government/territory,48,"Abkhazia peace process","Europe and Eurasia",525,"Record of the first meeting of the Coordinating Council of the Georgian and Abkhaz Parties and Statute of the Coordinating Council",1997-12-18,"Multiparty signed/agreed",4,8648,Intra,Pre,Proc,"The Georgian Party was represented by a delegation consisting of Mr. Vazha Lordkipanidze, Mr. Rezo Adamia and Mr. Tamaz Khubua.

The Abkhaz Party was represented by a delegation made up of Mr. Tamaz Ketsba, Mr. Sergei Tsargush and Mr. Victor Khashba.

(Signed) L. Bota (Signed) T. Ketsba (Signed) V. Lordkipanidze","Representatives of the Russian Federation in its capacity as facilitator, the organization for Security and Cooperation in Europe (OSCE), and the States belonging to the Group of Friends of the Secretary-General – France, Germany, the Russian Federation, the United Kingdom and the United States of America – acting as observers, participated in the work of the session.
","concluding statement on the outcome of the meeting between the Georgian and the Abkhaz Parties (Geneva, 17 to 19 November 1997); ",GEO,,372,,392,,,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
